Date,Lobbyist,Lobbyist_Firm,Official,Official_Department,Lobbyist_Client,MunicipalDecision,DesiredOutcome,FileNumber,LobbyingSubjectArea
04/20/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Richards, Dennis",Planning Commission,Lombard Deep Thought Llc,Discretionary Review,Support,,Planning and Building Permits
04/03/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/27/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Lee, Ed",Mayor Office Of The,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/27/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,"Farrell, Mark",Board Of Supervisors,San Francisco Chamber Of Commerce,Homeless Service Funding,MONITOR,,Social Services
04/21/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Antonini, Michael",Planning Commission,"Joshua Lee, As Trustee Of The Grant Avenue Land Trust",Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/06/2016,"Shannon, Carl","Tishman Speyer Properties, L.p.","Bohee, Tiffany","Community Investment And Infrastructure, Office Of","Tishman Speyer Properties, L.p.",Property Development Issues Related To 160 Folsom Development,Resolve Issues Related to Proposed Property Development at 160 Folsom,,Planning and Building Permits
04/02/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/29/2016,"Piccini, Jacqueline",Platinum Advisors,"Kelly, Naomi",General Services Agency,Expedia,Short Term Rentals,MONITOR,,Planning and Building Permits
04/04/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,"Wiener, Scott",Board Of Supervisors,San Francisco Chamber Of Commerce,Parental Leave Legislation,MONITOR,,City Employee Benefits
04/21/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Lee, Olsen",Mayor's Office On Housing,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/19/2016,"Gregg, Andrew",Self,"Durandet, Kimberly","Planning, Department Of","2445 16th Street, Llc",Large Project Authorization,Approval,,Planning and Building Permits
04/04/2016,"Gregg, Andrew",Self,"Bradley, Stacy",Recreation And Parks Department,"2445 16th Street, Llc",Large Project Authorization,Approval,,Planning and Building Permits
04/25/2016,"Prozan, Rebecca","Google, Inc.","Field, Jay",City College Of San Francisco,"Prozan, Rebecca",City College Discussion,Potential Donation to City College,,Technology
04/25/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Richards, Dennis",Planning Commission,Grocery Outlet,1390 Silver Avenue,SUPPORT,,Planning and Building Permits
04/04/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Rich, Ken","Economic And Workforce Development, Office Of","Oceanwide Holdings, Ltd",Street Vacation Ordinance,SUPPORT,,Planning and Building Permits
04/04/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Lee, Olsen",Mayor's Office On Housing,Nick Podell Company,2070 Bryant Street,SUPPORT,,Planning and Building Permits
04/18/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Richards, Dennis",Planning Commission,Lombard Deep Thought Llc,Discretionary Review,Support,,Planning and Building Permits
04/24/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/04/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/25/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Wu, Cindy",Planning Commission,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/12/2016,"Gruwell, Chris",Platinum Advisors,"Peskin, Aaron",Board Of Supervisors,Boston Properties Limited Partnership,The Humidor,SUPPORT,,Planning and Building Permits
04/04/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Sider, Dan","Planning, Department Of",Nick Podell Company,2070 Bryant Street,SUPPORT,,Planning and Building Permits
04/19/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Richards, Dennis",Planning Commission,Farallon Real Estate Fund 5 Llc,Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/21/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Buckley, Jeff",Mayor's Office On Housing,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/25/2016,"Prozan, Rebecca","Google, Inc.","Lamb, Susan",City College Of San Francisco,"Prozan, Rebecca",City College Discussion,Potential Donation to City College,,Technology
04/11/2016,"Shannon, Carl","Tishman Speyer Properties, L.p.","Committee, Land Use",Board Of Supervisors,"Tishman Speyer Properties, L.p.",Property Development Issues Related To 160 Folsom Development,Resolve Issues Related to Proposed Property Development at 160 Folsom,,Planning and Building Permits
04/29/2016,"Gruwell, Chris",Platinum Advisors,"Kelly, Naomi",General Services Agency,Expedia,Short Term Rentals,MONITOR,,Planning and Building Permits
04/20/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Kim, Jane",Board Of Supervisors,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/28/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,"Farrell, Mark",Board Of Supervisors,San Francisco Chamber Of Commerce,Traffic Fiscal Feasibility For Events,OPPOSE,,Transportation
04/04/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Hartley, Kate",Mayor's Office On Housing,Nick Podell Company,2070 Bryant Street,SUPPORT,,Planning and Building Permits
04/12/2016,"New, Janan",San Francisco Apt Assoc,"Tang, Katy",Board Of Supervisors,Sfaa,Fire Safety,none,,Accessibility
04/18/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Richards, Dennis",Planning Commission,Farallon Real Estate Fund 5 Llc,Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/28/2016,"Workman, Dee Dee",San Francisco Chamber Of Commerce,"Farrell, Mark",Board Of Supervisors,San Francisco Chamber Of Commerce,Traffic Fiscal Feasibility For Events,MONITOR,,Transportation
04/18/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/20/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Low, Allan",Recreation And Parks Department,"Oceanwide Holdings, Ltd",Community Benefits Package,SUPPORT,,Economic Development
04/20/2016,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc","Rich, Ken","Economic And Workforce Development, Office Of",Nick Podell Company,2070 Bryant Street,SUPPORT,,Planning and Building Permits
04/18/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Richards, Dennis",Planning Commission,"Joshua Lee, As Trustee Of The Grant Avenue Land Trust",Discretionary Review Opposition,Oppose,,Planning and Building Permits
04/12/2016,"Flood, Karin",Union Square Bid,"Peskin, Aaron",Board Of Supervisors,Usbid,Public Health & Safety,Improving the safety of Union Square.,,Public Safety
04/22/2016,"Gladstone, Brett",Hanson Bridgett Llp,"Richards, Dennis",Planning Commission,"Rhmt, Llc",Discretionary Review,Support,,Planning and Building Permits
04/08/2016,"Lapointe, Denise",Lapointe And Associates,"Angulo, Sunny",Board Of Supervisors,Forest City Enterprises,Inclusionary Affordable Housing Fee And Requirements Et Al,Support as amended.,160255,Housing/Property Tax
04/29/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,"Johnston, Conor",Board Of Supervisors,San Francisco Chamber Of Commerce,Styrofoam Ban Legislation,MONITOR,,Environment
04/28/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Johnson, Christine",Planning Commission,Grocery Outlet,1390  Silver Avenue,SUPPORT,,Planning and Building Permits
04/26/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Johnson, Christine",Planning Commission,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/25/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Antonini, Michael",Planning Commission,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/26/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Hillis, Rich",Planning Commission,Grocery Outlet,1390  Silver Avenue,SUPPORT,,Planning and Building Permits
04/06/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Nuru, Mohammed",Public Works Department Of,"Oceanwide Holdings, Ltd",Elm Alley Closure,MONITOR,,Planning and Building Permits
04/28/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Fong, Rodney",Planning Commission,Grocery Outlet,1390  Silver Avenue,SUPPORT,,Planning and Building Permits
04/27/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Luellen, Mark","Planning, Department Of",Market Street Place,Art Installation,MONITOR,,Arts
04/27/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Ronen, Hillary",Board Of Supervisors,Grocery Outlet,1390  Silver Avenue,SUPPORT,,Planning and Building Permits
04/28/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Wu, Cindy",Planning Commission,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/08/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Te, Coma",Public Works Department Of,Meyer Capital Partners,825 Sansome Street,MONITOR,,Planning and Building Permits
04/28/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Ronen, Hillary",Board Of Supervisors,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/28/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Wu, Cindy",Planning Commission,Grocery Outlet,1390  Silver Avenue,SUPPORT,,Planning and Building Permits
04/26/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Ronen, Hillary",Board Of Supervisors,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/27/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Ronen, Hillary",Board Of Supervisors,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/19/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Kelly, Harlan",Public Utilities Commission,"Oceanwide Holdings, Ltd",Water Runoff Easement,MONITOR,,Public Utilities
04/06/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Funghi, John",Municipal Transportation Agency,Paradigm Hotels Group,250 4th Street,MONITOR,,Planning and Building Permits
04/28/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Ronen, Hillary",Board Of Supervisors,Grocery Outlet,1390  Silver Avenue,SUPPORT,,Planning and Building Permits
04/26/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Ronen, Hillary",Board Of Supervisors,Grocery Outlet,1390  Silver Avenue,SUPPORT,,Planning and Building Permits
04/26/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Johnson, Christine",Planning Commission,Grocery Outlet,1390  Silver Avenue,SUPPORT,,Planning and Building Permits
04/25/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Antonini, Michael",Planning Commission,Grocery Outlet,1390  Silver Avenue,SUPPORT,,Planning and Building Permits
04/12/2016,"Turner, Brook",Coalition For Better Housing,"Tang, Katy",Board Of Supervisors,Coalition For Better Housing,Legislation To Require Properties To Post Details Of Fire Safety.,Thoughtful legislation,,Public Safety
04/28/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Fong, Rodney",Planning Commission,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/26/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Hillis, Rich",Planning Commission,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/28/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Johnson, Christine",Planning Commission,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
04/26/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Luellen, Mark","Planning, Department Of",Market Street Place,Art Installation,MONITOR,,Arts
04/25/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Fong, Rodney",Planning Commission,Grocery Outlet,1390  Silver Avenue,SUPPORT,,Planning and Building Permits
04/25/2016,"Peterson, Rich",Goodyear Peterson Hayward & Associates,"Fong, Rodney",Planning Commission,Grocery Outlet,1245 S. Van Ness,SUPPORT,,Planning and Building Permits
05/16/2016,"Gunther, Christopher",Warburg Pincus Llc,"Wong, Cynthia",Retirement Board San Francisco Employees,Warburg Pincus Llc,"Warburg Pincus China, L.p.",Investment,NA,City Employee Benefits
05/27/2016,"Isbell, Reese",Clsa,"Breed, London",Board Of Supervisors,Clsa,Polystyrene,keeping informed of the proposed changes to Styrofoam rules by the city,,Environment
05/03/2016,"Brooks, Alex","Csp Securities, Lp","Kemp, Tonya",Retirement Board San Francisco Employees,Highbar Partners,"Highbar Partners Ii, Lp","Investment in HighBar Partners II, LP",,City Employee Benefits
05/31/2016,"Moscone, Christopher",Moscone Emblidge Sater & Otis,"Johns, Eleanor",Airport Commission,Pacific Gateway Concessions,Rfp For Sfo Terminal 3 Marketplace Concession,approval for SFO terminal 3 marketplace concession,,Airport
05/26/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Richards, Dennis",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
05/26/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Richards, Dennis",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
05/26/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Richards, Dennis",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
05/26/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Richards, Dennis",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
05/26/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Wu, Cindy",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
05/26/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Wu, Cindy",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
05/26/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Wu, Cindy",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
05/26/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Wu, Cindy",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
05/16/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Antonini, Michael",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
05/16/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Antonini, Michael",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
05/16/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Antonini, Michael",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
05/16/2016,"Emblidge, G. Scott",Moscone Emblidge Sater & Otis,"Antonini, Michael",Planning Commission,Michael Niland,Proposed Development At 21st And Noe Streets,Development Permit,,Planning and Building Permits
05/25/2016,"Dau, Edward",Proterra Investment Partners,"Wang, Art",Retirement Board San Francisco Employees,Proterra Investment Partners,Employee Retirement System Investments,Update on Proterra Partners and its investment strategies.,,City Employee Benefits
