Date,Lobbyist,Lobbyist_Firm,Amount,Lobbyist_Client
06/24/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,Mill Creek Residential Trust
06/06/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$2100.00,"Rsaa, Llc"
06/30/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,Recology
06/01/2016,"Johnston, Karin",Hms Associates,$15000.00,Forest City
06/23/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"The Mosser Companies, Inc."
06/21/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Hudson Pacific Properties
06/30/2016,"Gruwell, Chris",Platinum Advisors,$3500.00,"Dufry North America, Llc"
06/02/2016,"Johnston, Karin",Hms Associates,$7500.00,"Alexandria Real Estate Equities, Inc."
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,"Restoration Hardware, Inc."
06/14/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,David Papale
06/30/2016,"Gruwell, Chris",Platinum Advisors,$14500.00,Golden State Warriors
06/30/2016,"Gruwell, Chris",Platinum Advisors,$1500.00,Airbnb
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Carmel Partners
06/16/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,David Papale
06/20/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,David Papale
06/30/2016,"Gruwell, Chris",Platinum Advisors,$10000.00,Shorenstein
06/02/2016,"Johnston, Karin",Hms Associates,$6000.00,Pier 39
06/30/2016,"Bozeman, John",Boma San Francisco,$500.00,Boma San Francisco
06/30/2016,"Workman, Dee Dee",San Francisco Chamber Of Commerce,$233.32,San Francisco Chamber Of Commerce
06/21/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$500.00,Mill Creek Residential Trust
06/22/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Ciernan Harty
06/21/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$200.00,Hudson Pacific Properties
06/30/2016,"Lazarus, Jim",San Francisco Chamber Of Commerce,$250.00,San Francisco Chamber Of Commerce
06/30/2016,"Gruwell, Chris",Platinum Advisors,$0.00,San Francisco Fire Fighters Local 798
06/07/2016,"Junius, Andrew","Reuben, Junius & Rose, Llp",$117.00,Walter Yee
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,"Dominion Voting Systems, Inc."
06/21/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$90.00,David Papale
06/28/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Mill Creek Residential Trust
06/24/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Ciernan Harty
06/30/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
06/01/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$700.00,"Rsaa, Llc"
06/30/2016,"Gruwell, Chris",Platinum Advisors,$7000.00,Brown And Caldwell
06/22/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,Jeff Levinsohn
06/24/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"Divco Group, Llc"
06/30/2016,"Gruwell, Chris",Platinum Advisors,$0.00,7x7 Development
06/30/2016,"New, Janan",San Francisco Apt Assoc,$1500.00,Mosser Capital Corporation
06/03/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$2000.00,Pacific Union Club
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,"Jma Ventures, Llc"
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Teamsters Local 665
06/30/2016,"Turner, Brook",Coalition For Better Housing,$3500.00,Maximus Realty Partners
06/30/2016,"Gruwell, Chris",Platinum Advisors,$0.00,Blue Bottle Coffee
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,James Hardie Building Products
06/01/2016,"Lapointe, Denise",Lapointe And Associates,$1500.00,Protect Our Benefits
06/27/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,Ciernan Harty
06/10/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Hudson Pacific Properties
06/28/2016,"Tunny, Thomas","Reuben, Junius & Rose, Llp",$320.00,Postcard Capital Llc
06/30/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Simon Michael
06/30/2016,"New, Janan",San Francisco Apt Assoc,$3750.00,Maximus Realty Partners
06/14/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"The Mosser Companies, Inc."
06/30/2016,"Turner, Brook",Coalition For Better Housing,$1500.00,Veritas Real Estate
06/27/2016,"Loper, Mark","Reuben, Junius & Rose, Llp",$85.00,Tidewater Capital
06/30/2016,"Carroll, Kevin",Hotel Council Of San Francisco,$200.00,San Francisco Hotel Council
06/14/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"Wagly, Inc."
06/13/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"The Mosser Companies, Inc."
06/30/2016,"Kelly, Susanne",Hanson Bridgett Llp,$402.00,Anthony Meier Fine Arts
06/28/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,Massoudi Consulting Engineers
06/30/2016,"Turner, Brook",Coalition For Better Housing,$7500.00,Coalition For Better Housing
06/14/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,Trinity Properties
06/14/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,Trinity Properties
06/28/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Hudson Pacific Properties
06/03/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$2500.00,Equity Office
06/30/2016,"Gruwell, Chris",Platinum Advisors,$10000.00,Arcadis
06/15/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$10000.00,Harvest Shop
06/30/2016,"Turner, Brook",Coalition For Better Housing,$1500.00,Mosser Capital Corp
06/02/2016,"Johnston, Karin",Hms Associates,$12500.00,Sf Waterfront Partners
06/21/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"Starcity Properties, Inc."
06/02/2016,"Johnston, Karin",Hms Associates,$6000.00,San Francisco Conservatory Of Music
06/02/2016,"Johnston, Karin",Hms Associates,$12500.00,"General Growth Properties, Inc."
06/03/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,Mcdonald's
06/23/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,Duffy/edward And Margaret
06/01/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$700.00,Tmg Partners
06/30/2016,"Gruwell, Chris",Platinum Advisors,$1000.00,Shn
06/30/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,San Francisco Federal Credit Union
06/20/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Hudson Pacific Properties
06/30/2016,"Gruwell, Chris",Platinum Advisors,$1500.00,Hbk Engineering
06/30/2016,"Gruwell, Chris",Platinum Advisors,$8500.00,Webcor Builders
06/30/2016,"Kelly, Susanne",Hanson Bridgett Llp,$352.00,Anthony Meier Fine Arts
06/03/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,N. Ca Presbyterian Homes & Services
06/14/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$210.00,Cim Group
06/15/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$350.00,Trinity Properties
06/08/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,"Wagly, Inc."
06/30/2016,"New, Janan",San Francisco Apt Assoc,$1500.00,Veritas Real Estate Investment
06/20/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"The Mosser Companies, Inc."
06/02/2016,"Johnston, Karin",Hms Associates,$10000.00,Jc Decaux Na
06/13/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,Vornado Development
06/30/2016,"Gruwell, Chris",Platinum Advisors,$15000.00,Aecom
06/14/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,Vornado Development
06/30/2016,"Gladstone, Brett",Hanson Bridgett Llp,$11701.00,"Honor Technology, Inc."
06/14/2016,"Junius, Andrew","Reuben, Junius & Rose, Llp",$50.00,"Avalon Bay Communities, Inc."
06/14/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,"Alexandria Real Estate Equities, Inc."
06/01/2016,"Junius, Andrew","Reuben, Junius & Rose, Llp",$176.00,Walter Yee
06/23/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,Tim Muller
06/30/2016,"Gruwell, Chris",Platinum Advisors,$1500.00,"Skyroam, Inc."
06/28/2016,"Loper, Mark","Reuben, Junius & Rose, Llp",$255.00,Morgan Stanley
06/01/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$90.00,Mem Bernstein And Arthur Fried
06/08/2016,"Junius, Andrew","Reuben, Junius & Rose, Llp",$65.00,One Vassar Llc
06/02/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,Massoudi Consulting Engineers
06/22/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"The Mosser Companies, Inc."
06/30/2016,"Gladstone, Brett",Hanson Bridgett Llp,$592.00,Lion Enterprises Llc
06/30/2016,"Gruwell, Chris",Platinum Advisors,$2000.00,Lennar Residential
06/24/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"Starcity Properties, Inc."
06/20/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$250.00,Gemdale Usa Corporation
06/06/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$280.00,Village Properties
06/30/2016,"New, Janan",San Francisco Apt Assoc,$2500.00,American Beverage Association
06/22/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$250.00,Hudson Pacific Properties
06/30/2016,"Gruwell, Chris",Platinum Advisors,$2500.00,Transdev
06/02/2016,"Johnston, Karin",Hms Associates,$10000.00,Continental Development Corporation
06/30/2016,"Gruwell, Chris",Platinum Advisors,$0.00,"New Gadget, Inc."
06/24/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Hudson Pacific Properties
06/08/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$950.00,Gemdale Usa Corporation
06/13/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$280.00,"Hyperbaulic Medical Services, Llc"
06/01/2016,"Lapointe, Denise",Lapointe And Associates,$5000.00,Forest City Enterprises
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Expedia
06/24/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,Zymergen
06/30/2016,"Gruwell, Chris",Platinum Advisors,$8000.00,Tishman Speyer
06/30/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$280.00,Zymergen
06/02/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$500.00,Panoramic Interests
06/22/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$300.00,Acadia Realty Trust
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Crescent Heights
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Emerson Process Management
06/29/2016,"Junius, Andrew","Reuben, Junius & Rose, Llp",$260.00,"Tishman Speyer Properties, L.p."
06/22/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,David Papale
06/30/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$250.00,Jeremy Ricks
06/30/2016,"Gruwell, Chris",Platinum Advisors,$4250.00,Clear Channel Outdoor
06/15/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$280.00,Cim Group
06/30/2016,"Gladstone, Brett",Hanson Bridgett Llp,$1732.50,"The Felix Group, Llc"
06/14/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,Christopher M. Dolan
06/23/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,"Divco Group, Llc"
06/22/2016,"Loper, Mark","Reuben, Junius & Rose, Llp",$255.00,Acadia Realty Trust
06/03/2016,"Junius, Andrew","Reuben, Junius & Rose, Llp",$65.00,"447 Partners, Llc"
06/30/2016,"New, Janan",San Francisco Apt Assoc,$7500.00,Sfaa
06/30/2016,"Gruwell, Chris",Platinum Advisors,$0.00,Tobacco Free Kids Action Fund
06/30/2016,"Cheng, Jay",San Francisco Association Of Realtors,$0.00,San Francisco Association Of Realtors
06/30/2016,"Gruwell, Chris",Platinum Advisors,$7500.00,Trumark Urban/commerical
06/01/2016,"Junius, Andrew","Reuben, Junius & Rose, Llp",$260.00,Whole Foods
06/30/2016,"Gruwell, Chris",Platinum Advisors,$0.00,Distilled Spirits Council Of The Us
06/30/2016,"Gruwell, Chris",Platinum Advisors,$0.00,Parking Sense Usa
06/27/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Jeremy Ricks
06/30/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Teamsters Local 853
06/14/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$100.00,Cim Group
06/07/2016,"Tunny, Thomas","Reuben, Junius & Rose, Llp",$240.00,North Point & Baker Partners Lp
06/01/2016,"Reuben, James","Reuben, Junius & Rose, Llp",$140.00,"Oceanwide Center, Llc"
06/03/2016,"Lauter, Samuel","Bmwl & Partners, Inc",$10000.00,Nrg Energy-Formerly Mirant
06/20/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,"The Swig Company, Llc"
06/14/2016,"Kevlin, John","Reuben, Junius & Rose, Llp",$50.00,"The Mosser Companies, Inc."
06/30/2016,"Gruwell, Chris",Platinum Advisors,$0.00,United Service Workers West
06/02/2016,"Johnston, Karin",Hms Associates,$20000.00,Potrero Partners
06/02/2016,"Johnston, Karin",Hms Associates,$7500.00,Dfs Group Limited
06/01/2016,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6000.00,Jfcs
06/01/2016,"Smith, Kimberly",Kls Consulting,$7500.00,Bay West Development
06/30/2016,"Loeven, Lewis",Loeven And Associates Llc,$6000.00,"Extenet Systems, Inc.,"
06/30/2016,"Polacci, Bert",Public Advocacy Partners,$3500.00,Maximus Real Estate Partners
06/30/2016,"Polacci, Bert",Public Advocacy Partners,$1500.00,Veritas Real Estate
06/30/2016,"Polacci, Bert",Public Advocacy Partners,$2500.00,American Beverage Association
06/30/2016,"Polacci, Bert",Public Advocacy Partners,$3500.00,Parkmerced Investors Llc
07/01/2016,"Lesser, Philip",Philip Lesser,$2500.00,"Knowles, Jack"
07/16/2016,"Cassolato, Stefano",Sgc Strategic Communications,$1500.00,"Sam Wo Ventures, Llc"
07/01/2016,"Lesser, Philip",Philip Lesser,$1500.00,"Tks Wireless, Inc."
07/01/2016,"Lesser, Philip",Philip Lesser,$2500.00,Manouch Moshayedi
07/29/2016,"Wan, Lilian","Blackrock Institutional Trust Company, N.a.",$92.00,"Blackrock Institutional Trust Company, N.a."
07/31/2016,"Isbell, Reese",Clsa,$400.00,Clsa
07/31/2016,"Vettel, Steve",Farella Braun And Martel,$200.00,Hanover Company
07/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$10000.00,Panoramic Interests
07/31/2016,"Hernandez, Brandon",Pacific Gas And Electric Company,$261.89,Pacific Gas And Electric Company
07/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$7500.00,"Realtex, Inc"
07/29/2016,"Owen, David",Airbnb,$141.60,Airbnb
07/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$10000.00,Dkr Partners
07/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$20000.00,Sfciti: San Francisco Citizens Initiative For Technology And Innovation
07/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$7500.00,Lyft
07/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$7500.00,Bay Club
07/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$17500.00,"Salesforce.com, Inc"
07/31/2016,"Tourk, Alex",Ground Floor Public Affairs,$5000.00,"Smg, A Pennsylvania General Partnership"
07/08/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$135.00,"Gautier, Patrice And Lisa"
07/13/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Jeremy Ricks
07/14/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$135.00,David Papale
07/07/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$225.00,New Seasons Market Llc
07/13/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$200.00,Gemdale Usa Corporation
07/11/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$135.00,Paul Kraajvanger
07/12/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$150.00,Hudson Pacific Properties
07/13/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$90.00,Pierre Chan
07/18/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Jeremy Ricks
07/21/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$90.00,Tim Muller
07/26/2016,"Tunny, Thomas","Reuben, Junius & Rose, Llp",$160.00,1848 Green & Laguna Partners Lp
07/22/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Simon Michael
07/29/2016,"Flood, Karin",Union Square Bid,$305.41,Usbid
07/01/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Hudson Pacific Properties
07/31/2016,"New, Janan",San Francisco Apt Assoc,$2500.00,American Beverage Association
07/18/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$500.00,Gemdale Usa Corporation
07/13/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Hudson Pacific Properties
07/21/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$90.00,Double Aa Corporation
07/19/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Gemdale Usa Corporation
07/11/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Hudson Pacific Properties
07/11/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$125.00,"Oceanwide Center, Llc"
07/08/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,New Seasons Market Llc
07/20/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,"Citizenm Asset Management Usa, Llc"
07/20/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$765.00,Paul Kraajvanger
07/31/2016,"New, Janan",San Francisco Apt Assoc,$7500.00,Sfaa
07/28/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,Yangtze River Realty
07/05/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,Tim Muller
07/18/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$400.00,Ronaldo Cianciarulo
07/12/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$125.00,"Oceanwide Center, Llc"
07/12/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$125.00,"Oceanwide Center, Llc"
07/20/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$180.00,Tim Muller
07/25/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Enda Keane\denis Mcmahon
07/20/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$225.00,David Papale
07/22/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Hudson Pacific Properties
07/11/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Jeremy Ricks
07/28/2016,"Tunny, Thomas","Reuben, Junius & Rose, Llp",$120.00,1848 Green & Laguna Partners Lp
07/06/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,Tim Muller
07/20/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$150.00,Ronaldo Cianciarulo
07/26/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Ronaldo Cianciarulo
07/08/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$90.00,Tim Muller
07/22/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$500.00,Salesforce
07/22/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$500.00,Salesforce
07/19/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$350.00,Ronaldo Cianciarulo
07/05/2016,"Tunny, Thomas","Reuben, Junius & Rose, Llp",$560.00,Gamestop
07/31/2016,"New, Janan",San Francisco Apt Assoc,$1500.00,Veritas Real Estate Investment
07/26/2016,"Tunny, Thomas","Reuben, Junius & Rose, Llp",$160.00,Postcard Capital Llc
07/21/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$350.00,Enda Keane\denis Mcmahon
07/13/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$250.00,"Oceanwide Center, Llc"
07/28/2016,"Tunny, Thomas","Reuben, Junius & Rose, Llp",$80.00,Postcard Capital Llc
07/28/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Hudson Pacific Properties
07/12/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$200.00,Gemdale Usa Corporation
07/29/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$135.00,David Papale
07/31/2016,"New, Janan",San Francisco Apt Assoc,$1500.00,Mosser Capital Corporation
07/01/2016,"Tunny, Thomas","Reuben, Junius & Rose, Llp",$160.00,1848 Green & Laguna Partners Lp
07/14/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,Pierre Chan
07/14/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$150.00,Gemdale Usa Corporation
07/12/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$135.00,Tim Muller
07/22/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$90.00,Johnny Li
07/07/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$450.00,Paul Kraajvanger
07/01/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$250.00,"Oceanwide Center, Llc"
07/13/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Gemdale Usa Corporation
07/13/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$135.00,David Papale
07/19/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$90.00,Tim Muller
07/31/2016,"Gruwell, Chris",Platinum Advisors,$5000.00,Microsoft Corporation
07/05/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,Yangtze River Realty
07/31/2016,"New, Janan",San Francisco Apt Assoc,$3750.00,Maximus Realty Partners
07/11/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$90.00,Tim Muller
07/06/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Panoramic Interests
07/01/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Panoramic Interests
07/06/2016,"Tunny, Thomas","Reuben, Junius & Rose, Llp",$80.00,Gamestop
07/21/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Hudson Pacific Properties
07/01/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Gemdale Usa Corporation
07/20/2016,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Hudson Pacific Properties
07/13/2016,"Silverman, David","Reuben, Junius & Rose, Llp",$45.00,Paul Kraajvanger
